year,st,stateno,state,state_fips,state_icpsr,poptotal,evangelical_pop,nonwhite,gini_coef,region,total_expenditure,total_revenue,gsppcap,incomepcap,unemployment,povrate,earned_income_taxcredit,x_sales_taxes,x_tax_burden,x_top_corporateincometaxrate,prez_election_year,hou_chamber,sen_chamber,h_diffs,s_diffs,inst6014_nom,bowen_legprof_firstdim,bowen_legprof_seconddim,speaker_power,pctfemaleleg,efna_index,vepvotingrate,ranney4_control,overall_fin_reg,oelecsc,opartsc,nonindiv_contrib,union_density,pollib_median,innovatescore_boehmkeskinner,soc_capital_ma,citi6013,wpid,mood,anti_environment,anti_aid,anti_defense,anti_education,anti_welfare,anti_race,death_penalty,guncontrol_stand_your_ground,vcrimerate,z_education_expenditures_per_pup,mathscore4th,readscore4th,sqli,health_rank,genderrights_state_eras,infconsent,w_ec_access,solaw,vaaban,w_environment_solar_taxcredit,frps,drugs_medical_marijuana,gambling_lottery_adoption,guncontrol_assaultweapon_ban,guncontrol_opencarry,labor_minwage_abovefed,labor_right_to_work
1924,RI,39,Rhode Island,44,5,669000,NA,NA,0.47336364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.047564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1925,RI,39,Rhode Island,44,5,680000,NA,NA,0.54446626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.089315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1926,RI,39,Rhode Island,44,5,681000,NA,NA,0.5462119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.089315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1927,RI,39,Rhode Island,44,5,677000,NA,NA,0.56645191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1928,RI,39,Rhode Island,44,5,678000,NA,NA,0.59189171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1929,RI,39,Rhode Island,44,5,684000,NA,NA,0.59558958,4,NA,NA,NA,875,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.23e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1930,RI,39,Rhode Island,44,5,686000,NA,NA,0.52903444,4,NA,NA,NA,789,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.23e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1931,RI,39,Rhode Island,44,5,681000,NA,NA,0.49864203,4,NA,NA,NA,712,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.034824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1932,RI,39,Rhode Island,44,5,677000,NA,NA,0.48656455,4,NA,NA,NA,577,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.034824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1933,RI,39,Rhode Island,44,5,675000,NA,NA,0.49675345,4,NA,NA,NA,561,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1934,RI,39,Rhode Island,44,5,675000,NA,NA,0.49404418,4,NA,NA,NA,602,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1935,RI,39,Rhode Island,44,5,678000,NA,NA,0.49624854,4,NA,NA,NA,647,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.50711,0.118171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1936,RI,39,Rhode Island,44,5,686000,NA,NA,0.52486742,4,NA,NA,NA,713,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,0.908508,0.118171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1370.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1937,RI,39,Rhode Island,44,5,694000,NA,NA,0.49800977,4,NA,NA,NA,733,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,0.837153,0.145551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1938,RI,39,Rhode Island,44,5,694000,NA,NA,0.49022341,4,NA,NA,NA,674,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0.781523,0.145551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1432.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1939,RI,39,Rhode Island,44,5,701000,NA,NA,0.46874028,4,NA,NA,NA,721,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0.818565,0.096362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1940,RI,39,Rhode Island,44,5,719000,NA,NA,0.41948068,4,NA,NA,NA,753,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,0.793786,0.096362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1519.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1941,RI,39,Rhode Island,44,5,731000,NA,NA,0.40714154,4,NA,NA,NA,935,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,0.935019,0.001505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1942,RI,39,Rhode Island,44,5,748000,NA,NA,0.42778176,4,24060,38057,NA,1150,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,0.917657,0.001505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1574.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1943,RI,39,Rhode Island,44,5,760000,NA,NA,0.38285372,4,NA,NA,NA,1203,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,0.903681,0.028996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1944,RI,39,Rhode Island,44,5,795000,NA,NA,0.41560766,4,27431,45362,NA,1275,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,0.837239,0.028996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1765.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1945,RI,39,Rhode Island,44,5,776000,NA,NA,0.44836161,4,NA,NA,NA,1280,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,0.937852,0.02359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1727.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1946,RI,39,Rhode Island,44,5,770000,NA,NA,0.43394887,4,42739,49580,NA,1366,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,0.960345,0.02359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1721.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1947,RI,39,Rhode Island,44,5,776000,NA,NA,0.3937031,4,NA,NA,NA,1454,NA,NA,NA,1,NA,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,0.9003,0.001204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1683.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1948,RI,39,Rhode Island,44,5,787000,NA,NA,0.39584467,4,66513,67257,NA,1429,NA,NA,NA,1,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,0.868439,0.001204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1914.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1949,RI,39,Rhode Island,44,5,801000,NA,NA,0.42078367,4,NA,NA,NA,1373,NA,NA,NA,1,NA,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,0.982764,0.075045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2082.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1950,RI,39,Rhode Island,44,5,786000,NA,NA,0.41604707,4,88931,72942,NA,1549,NA,NA,NA,1,NA,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,0.944007,0.075045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2090.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1951,RI,39,Rhode Island,44,5,784000,NA,NA,0.42024866,4,83016,84217,NA,1714,NA,NA,NA,2,NA,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,0.932835,0.155337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1952,RI,39,Rhode Island,44,5,802000,NA,NA,0.40385818,4,92627,96048,NA,1762,NA,NA,NA,2,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,1.25734,0.155337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2038.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1953,RI,39,Rhode Island,44,5,815000,NA,NA,0.40344787,4,87788,100121,NA,1852,NA,NA,NA,2,NA,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,1.33733,0.002801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1954,RI,39,Rhode Island,44,5,816000,NA,NA,0.43395707,4,98085,99265,NA,1842,NA,NA,NA,2,NA,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,1.08378,0.002801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2310.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1955,RI,39,Rhode Island,44,5,823000,NA,NA,0.44841382,4,105185,103727,NA,1953,NA,NA,NA,2,NA,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,1.20458,0.032308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1956,RI,39,Rhode Island,44,5,840000,NA,NA,0.41392362,4,114715,109900,NA,1994,NA,NA,NA,2,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,1.29836,0.032308,NA,NA,NA,43.31399918,NA,NA,NA,NA,NA,NA,0,NA,NA,2502.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1957,RI,39,Rhode Island,44,5,851000,NA,NA,0.42541486,4,124762,118597,NA,2021,NA,NA,NA,2,NA,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,1.22605,0.070416,NA,NA,NA,45.79600143,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1958,RI,39,Rhode Island,44,5,858000,NA,NA,0.41566446,4,158834,137065,NA,2090,NA,NA,NA,3,NA,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,1.19831,0.070416,NA,NA,NA,55.72999954,NA,NA,NA,NA,NA,NA,0,NA,NA,2715.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1959,RI,39,Rhode Island,44,5,857000,NA,NA,0.41949686,4,163738,147712,NA,2208,NA,NA,NA,3,NA,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,1.26306,0.033333,NA,NA,NA,60.42100143,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1960,RI,39,Rhode Island,44,5,859000,NA,NA,0.42720306,4,153308,158249,NA,2262,NA,NA,NA,3,NA,5,1,NA,NA,NA,NA,62.21081,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1.21962,0.033333,NA,85.85503,NA,55.48300171,NA,NA,NA,NA,NA,NA,0,NA,36.8,2917.67,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0
1961,RI,39,Rhode Island,44,5,858000,NA,NA,0.42278615,4,173719,171837,NA,2358,NA,NA,NA,3,NA,6,0,NA,NA,NA,NA,83.65775,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1.138,0.00113,NA,87.98857,NA,54.29399872,NA,NA,NA,NA,NA,NA,0,NA,42.9,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0
1962,RI,39,Rhode Island,44,5,871000,NA,NA,0.4338952,4,174984,174246,NA,2489,NA,NA,NA,3,NA,6,0,NA,NA,NA,NA,83.65775,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,1.08674,0.00113,NA,88.21024,NA,59.35900116,NA,NA,NA,NA,NA,NA,0,NA,46.5,3150.22,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0
1963,RI,39,Rhode Island,44,5,876000,NA,NA,0.4229317,4,194582,194379,NA,2586,NA,NA,NA,3,NA,6,0,NA,NA,NA,NA,65.54146,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,1.05242,0.057904,NA,82.82656,NA,63.03300095,NA,NA,NA,NA,NA,NA,0,NA,56.5,3271.75,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0
1964,RI,39,Rhode Island,44,5,885000,NA,NA,0.45216572,4,206114,207014,NA,2728,NA,NA,NA,3.5,NA,6,1,NA,NA,NA,NA,65.54146,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,0.932544,0.057904,NA,83.41385,NA,60.58300018,NA,NA,NA,NA,NA,NA,0,NA,63.2,3321.78,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,0
1965,RI,39,Rhode Island,44,5,893000,NA,NA,0.43612924,4,237005,240447,NA,2910,NA,NA,NA,4,NA,6,0,NA,NA,NA,NA,64.33723,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,0.977828,0.03484,NA,80.46712,NA,54.92100143,NA,NA,NA,NA,NA,NA,0,NA,78.5,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,0
1966,RI,39,Rhode Island,44,5,899000,NA,NA,0.43948761,4,264818,263252,NA,3157,NA,NA,NA,4,NA,6,0,NA,NA,NA,NA,64.33723,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,0.939843,0.03484,NA,81.19514,NA,62.88299942,NA,NA,NA,NA,NA,NA,0,NA,94.5,3417.79,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,0
1967,RI,39,Rhode Island,44,5,909000,NA,NA,0.46197927,4,323565,287320,NA,3388,NA,NA,NA,5,NA,6,0,NA,NA,NA,NA,65.7212,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,1.00021,0.035223,NA,74.34462,NA,64.50900269,NA,NA,NA,NA,NA,NA,0,NA,128.4,3360.76,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,0
1968,RI,39,Rhode Island,44,5,922000,NA,NA,0.46089992,4,380510,341002,NA,3649,NA,NA,NA,5,NA,6,1,NA,NA,NA,NA,65.7212,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0.932752,0.035223,NA,68.47186,NA,60.16799927,NA,NA,NA,NA,NA,NA,0,NA,137.3,3850.43,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0
1969,RI,39,Rhode Island,44,5,932000,NA,NA,0.47335756,4,411625,380024,NA,3847,NA,NA,NA,5,NA,7,0,NA,NA,NA,NA,83.91164,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0.790094,0.001166,NA,79.03183,NA,51.7519989,NA,NA,NA,NA,NA,NA,0,NA,175,4207.19,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0
1970,RI,39,Rhode Island,44,5,949723,NA,NA,0.45133999,4,444604,438738,NA,4098,NA,NA,NA,5,NA,8,0,NA,NA,NA,NA,83.91164,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0.73268,0.001166,NA,75.78683,NA,50.98899841,NA,NA,NA,NA,NA,NA,0,NA,204.7,4264.35,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0
1971,RI,39,Rhode Island,44,5,963107,NA,NA,0.44928136,4,530288,497250,NA,4285,NA,NA,NA,5,NA,8,0,NA,NA,NA,NA,83.91164,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1.23477,0.056897,NA,68.3532,NA,55.26100159,NA,NA,NA,NA,NA,NA,0,NA,221.8,4414.27,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0
1972,RI,39,Rhode Island,44,5,974790,NA,NA,0.46020317,4,560225,559468,NA,4613,NA,NA,NA,5,NA,8,1,NA,NA,NA,NA,83.91164,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1.14735,0.056897,NA,69.66212,NA,52.40800095,NA,NA,NA,NA,NA,NA,0,NA,250.4,4364.72,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0
1973,RI,39,Rhode Island,44,5,975738,NA,NA,0.46325815,4,613623,656896,NA,4955,NA,NA,NA,5,NA,8,0,NA,NA,NA,NA,83.91164,-1.1592368,-0.44395933,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1.31274,0.086511,NA,77.37903,NA,50.31700134,0.054181311,0.687888012,0.42308019,0.121885924,0.583040434,0.194587375,0,NA,282.5,4447.19,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,NA,0,0,0
1974,RI,39,Rhode Island,44,5,950615,NA,0.034404837,0.46542701,4,658751,689548,NA,5385,NA,NA,NA,5,NA,8,0,NA,NA,NA,NA,83.91164,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,25.10000038,1.43078,0.086511,NA,73.33551,NA,47.08300018,0.077719934,0.803615962,0.399254694,0.115780261,0.456013984,0.186658263,0,NA,282.9,4674.77,NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,1,NA,0,1,0
1975,RI,39,Rhode Island,44,5,942788,1.1,0.034244962,0.47300002,4,782772,750736,NA,5851,10.9,NA,NA,5,NA,8,0,NA,NA,NA,NA,82.36289,-1.0320357,-0.56211501,NA,6,NA,NA,1,NA,NA,NA,NA,30.60000038,1.27708,8.41e-4,NA,85.11008,NA,48.27099991,0.118582144,0.809530814,0.47349368,0.17125729,0.481004141,0.267878002,0,NA,302.3,NA,NA,NA,NA,NA,0,0,1,0,NA,0,NA,NA,1,NA,0,0,0
1976,RI,39,Rhode Island,44,5,946089,1.1,0.034208246,0.4579365,4,980430,1007025,NA,6402,8.1,NA,NA,5,NA,8,1,NA,NA,NA,NA,82.36289,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,27.299999239999998,1.2668,8.41e-4,NA,75.63074,0.193643793,46.11899948,0.076713137,0.740952848,0.35348867,0.102214042,0.618350371,0.266049907,0,NA,299.8,4648.83,NA,NA,NA,NA,0,0,1,0,NA,0,NA,NA,1,NA,0,0,0
1977,RI,39,Rhode Island,44,5,950230,1.1,0.034397896,0.47112453,4,972252,1037637,NA,6975,8.6,NA,NA,6,0.113,8,0,NA,NA,NA,NA,84.08937,-1.2040114,-0.31448546,NA,7.3,NA,NA,1,NA,NA,NA,NA,25.10000038,1.36614,4.83e-4,NA,63.85672,0.231594801,44.32899857,0.158271968,0.733485509,0.348377525,0.147768763,0.652139906,0.289784165,0,NA,301.6,4563.62,NA,NA,NA,NA,0,0,1,0,NA,0,NA,NA,1,NA,0,0,0
1978,RI,39,Rhode Island,44,5,951816,1.1,0.03540441,0.46595895,4,1066996,1086920,NA,7636,6.6,NA,NA,6,0.112,8,0,NA,NA,NA,NA,84.08937,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,26.299999239999998,1.3694,4.83e-4,NA,69.12302,0.088901229,44.81399918,0.09667144,0.701017633,0.316582303,0.165468019,0.602222386,0.229626468,0,NA,348.1,5035.65,NA,NA,NA,NA,0,0,1,0,NA,0,NA,NA,1,NA,0,0,0
1979,RI,39,Rhode Island,44,5,950382,1.1,0.035290528,0.46808654,4,1171144,1210641,NA,8497,6.6,NA,NA,6,0.111,8,0,NA,NA,NA,NA,84.08937,-1.4077202,-0.026119674,NA,8.7,NA,NA,1,NA,NA,NA,NA,22.799999239999998,1.29981,0.03839,NA,69.45393,0.169895679,41.0909996,0.113173872,0.706653184,0.238123993,0.137043443,0.584221345,0.218998492,0,NA,375.1,5125.05,NA,NA,NA,NA,0,0,1,0,NA,0,NA,NA,1,NA,0,0,0
1980,RI,39,Rhode Island,44,5,947154,1.1,0.046952482,0.47793886,4,1361003,1392699,NA,9645,7.2,10.7,NA,6,0.105,8,1,NA,NA,NA,NA,84.08937,NA,NA,NA,NA,NA,0.62,1,NA,NA,NA,NA,24.200000760000002,1.28538,0.03839,NA,75.16856,0.200978696,40.09000015,0.129676312,0.712288734,0.159665684,0.108618867,0.566220305,0.208370516,0,NA,408.5,5177.17,NA,NA,NA,NA,0,0,1,0,NA,1,NA,NA,1,NA,0,0,0
1981,RI,39,Rhode Island,44,5,953013,1.1,0.067578174,0.47424433,4,1460589,1535438,NA,10733,7.6,11.7,NA,6,0.104,8,0,NA,NA,NA,NA,85.71429,-1.109481,-0.36286625,3.05,10,5.2,NA,1,NA,NA,NA,NA,24.700000760000002,1.26594,0.064058,NA,71.43948,0.097010136,42.70899963,0.12827383,0.738836983,0.271391904,0.104524014,0.514946058,0.184641558,0,NA,441.7,5171.57,NA,NA,NA,NA,0,0,1,0,NA,1,NA,NA,1,NA,0,0,0
1982,RI,39,Rhode Island,44,5,954170,1.1,0.071201257,0.47217411,4,1628042,1686047,NA,11540,10.2,13.3,NA,6,0.107,8,0,NA,NA,NA,NA,85.71429,NA,NA,NA,NA,5.3,0.5,1,NA,NA,NA,NA,23.200000760000002,1.30677,0.064058,NA,86.03082,-0.041996069,43.32500076,0.126871347,0.765385233,0.383118125,0.100429161,0.463671811,0.160912601,0,NA,401.8,6367.31,NA,NA,NA,NA,0,1,1,0,NA,1,NA,NA,1,NA,0,0,0
