year,st,stateno,state,state_fips,state_icpsr,poptotal,evangelical_pop,nonwhite,gini_coef,region,total_expenditure,total_revenue,gsppcap,incomepcap,unemployment,povrate,earned_income_taxcredit,x_sales_taxes,x_tax_burden,x_top_corporateincometaxrate,prez_election_year,hou_chamber,sen_chamber,h_diffs,s_diffs,inst6014_nom,bowen_legprof_firstdim,bowen_legprof_seconddim,speaker_power,pctfemaleleg,efna_index,vepvotingrate,ranney4_control,overall_fin_reg,oelecsc,opartsc,nonindiv_contrib,union_density,pollib_median,innovatescore_boehmkeskinner,soc_capital_ma,citi6013,wpid,mood,anti_environment,anti_aid,anti_defense,anti_education,anti_welfare,anti_race,death_penalty,guncontrol_stand_your_ground,vcrimerate,z_education_expenditures_per_pup,mathscore4th,readscore4th,sqli,health_rank,genderrights_state_eras,infconsent,w_ec_access,solaw,vaaban,w_environment_solar_taxcredit,frps,drugs_medical_marijuana,gambling_lottery_adoption,guncontrol_assaultweapon_ban,guncontrol_opencarry,labor_minwage_abovefed,labor_right_to_work
1984,NV,28,Nevada,32,65,924922,11.8,0.183924317,0.51680064,2,1485181,1766503,NA,14501,7.8,10.5,NA,5.75,0.076,0,1,NA,NA,NA,NA,78.17874,NA,NA,NA,9.5,6.8,0.44,0.5,NA,NA,NA,NA,23.89999962,-0.539831,0.026578,2.6035664,43.02758,0.11615672,38.22800064,0.057029437,0.736900366,0.412722185,0.131602483,0.420552137,0.216121245,0,NA,628.5,5681.54,NA,NA,NA,NA,0,1,1,0,NA,2,NA,NA,0,NA,0,0,1
1985,NV,28,Nevada,32,65,951030,14.4,0.18799895,0.52442586,2,1642917,1909081,NA,15310,8,14.4,NA,5.75,0.075,0,0,NA,NA,NA,NA,65.01692,-1.0771091,0.071311973,2.67,15.9,6.9,NA,0.5,NA,NA,NA,NA,21.799999239999998,-0.558521,0.014249,2.2137833,36.11141,-0.059445407,40.25699997,0.093266159,0.666892964,0.437606341,0.058909489,0.469340372,0.237861829,0,NA,667.1,5793.22,NA,NA,NA,NA,0,1,1,0,NA,2,NA,NA,0,NA,0,0,1
1986,NV,28,Nevada,32,65,980613,14.4,0.19253619,0.53240597,2,1916667,2390950,NA,15992,6,8.1,NA,5.75,0.075,0,0,NA,NA,NA,NA,65.01692,NA,NA,NA,15.9,7,0.37,0.5,NA,NA,NA,NA,18.799999239999998,-0.612448,0.014249,2.2953532,37.83406,-0.01387015,41.30699921,0.060379937,0.733755368,0.440257382,0.045020965,0.41215996,0.190219254,0,NA,718.9,5973.3,NA,NA,NA,NA,0,1,1,0,NA,2,NA,NA,0,NA,0,0,1
1987,NV,28,Nevada,32,65,1023376,14.4,0.196783975,0.55056852,2,2012966,2474505,28478,16713,6.3,10.4,NA,5.75,0.076,0,0,NA,NA,NA,NA,62.15555,-0.86132604,0.040774722,2.67,15.9,7.1,NA,0.5,NA,NA,NA,NA,18.39999962,-0.584018,0.014448,1.8931882,50.99674,0.215274006,41.5359993,0.062534325,0.722935134,0.449761536,0.082190402,0.471550666,0.159980621,0,NA,695.7,6958.62,NA,NA,NA,NA,0,1,1,0,NA,2,NA,NA,0,NA,0,0,1
1988,NV,28,Nevada,32,65,1075022,14.4,0.202301398,0.57260615,2,2292513,2523769,29489,18052,5.2,8.6,0,5.75,0.073,0,1,NA,NA,NA,NA,62.15555,NA,NA,NA,15.9,7.3,0.46,0.5,NA,NA,NA,NA,18.10000038,-0.641189,0.014448,1.9335457,44.83709,0.133416936,41.09199905,0.055516358,0.712159927,0.389754891,0.041637293,0.434739404,0.211718515,0,NA,780.7,6797.02,NA,NA,NA,NA,0,1,1,0,NA,2,NA,NA,0,NA,0,0,1
1989,NV,28,Nevada,32,65,1137382,14.4,0.207043976,0.59907091,2,2531872,2800477,30003,19165,5,10.8,0,5.75,0.073,0,0,NA,NA,NA,NA,61.54367,-0.42905042,0.24657199,3,20.6,7.4,NA,0.5,NA,NA,NA,NA,18.39999962,-0.575348,0.027219,1.4816302,42.57866,-0.258529991,42.64300156,0.047083367,0.729753814,0.405567617,0.040922091,0.437553603,0.199188955,0,NA,625.3,6755.86,NA,NA,NA,NA,0,1,1,0,NA,2,NA,NA,0,0,0,0,1
1990,NV,28,Nevada,32,65,1201675,14.4,0.21199584,0.5822323,2,2928648,3267898,30221,20042,4.9,9.8,0,5.75,0.075,0,0,NA,NA,NA,NA,61.54367,NA,NA,NA,22.2,7.3,0.37,1,NA,NA,NA,4119634,16.5,-0.610424,0.027219,0.84053296,37.25266,-0.120303445,45.18600082,0.048193514,0.692501877,0.418043407,0.048665873,0.426367612,0.167551717,0,NA,600.9,7085.52,NA,NA,NA,NA,0,1,1,0,NA,2,NA,NA,0,0,0,0,1
1991,NV,28,Nevada,32,65,1285046,14.4,0.220101163,0.58157444,2,3435503,3552707,29096,20777,5.5,11.4,0,5.75,0.073,0,0,NA,NA,NA,NA,67.20122,-0.66114408,0.18463571,3,19,6.9,NA,1,NA,NA,NA,NA,18.39999962,-0.608883,0.025179,0.59618539,40.80881,-0.272739172,42.50500107,0.060809553,0.75391561,0.290210563,0.072351841,0.418588182,0.158939509,0,NA,677,7138.08,NA,NA,NA,NA,0,1,1,0,NA,2,NA,NA,0,0,0,0,1
1992,NV,28,Nevada,32,65,1330694,14.4,0.226996988,0.60650069,2,3825931,3954523,30017,22099,6.6,14.7,0,6.5,0.075,0,1,NA,NA,NA,NA,67.20122,NA,NA,NA,19,7,0.54,0.5,10,NA,NA,2866658,19,-0.608232,0.025179,0.45691663,44.16592,-0.105280995,43.21699905,0.086600274,0.74229437,0.357689962,0.070888343,0.49589185,0.178231345,0,NA,696.8,7475.05,NA,NA,12,44,0,1,1,0,NA,2,NA,NA,0,0,0,0,1
1993,NV,28,Nevada,32,65,1380197,14.4,0.233786225,0.58710277,2,4050542,4473976,31175,22833,7.2,9.8,0,6.5,0.078,0,0,NA,NA,NA,NA,65.9593,-0.6610052,0.14807375,2,27,7,NA,0.5,NA,NA,NA,NA,17.799999239999998,-0.423615,0.013544,0.082787909,44.75146,0.010750027,41.31200027,0.112390995,0.730673129,0.425169361,0.069424845,0.573195519,0.19752318,0,0,875.2,7395.57,NA,NA,7,42,0,1,1,0,NA,2,NA,NA,0,0,0,0,1
1994,NV,28,Nevada,32,65,1456388,14.4,0.242858514,0.57732397,2,4202574,4766682,32193,23892,6.6,11.1,0,6.5,0.077,0,0,NA,NA,NA,NA,65.9593,NA,NA,NA,25.4,7.2,0.37,0.5,10,NA,NA,3202028,18.5,-0.441361,0.013544,-0.043473959,46.0216,-0.087734714,36.76499939,0.098195732,0.748192806,0.332758272,0.068649752,0.637133074,0.248912678,0,0,1001.9,NA,NA,NA,14,43,0,1,1,0,NA,2,NA,NA,0,0,0,0,1
1995,NV,28,Nevada,32,65,1525777,11.3,0.253608793,0.58683139,2,4581276,5477926,32297,24914,NA,11.1,0,6.5,0.077,0,0,NA,NA,NA,NA,54.50449,-0.60797817,0.18585162,2,34.9,7.1,NA,0.5,NA,NA,NA,NA,20.299999239999998,-0.53955,0.100015,-0.23616567,44.07,-0.172450349,34.00999832,0.106601328,0.741420248,0.326503585,0.067564481,0.6203141,0.243352608,0,0,945.2,7256.8,NA,NA,17,45,0,1,1,0,NA,2,NA,NA,0,0,1,0,1
1996,NV,28,Nevada,32,65,1596476,11.3,0.261858404,0.60722983,2,4831342,6003479,33442,26239,5.4,8.1,0,6.5,0.075,0,1,NA,NA,NA,NA,54.50449,NA,NA,NA,34.9,7.3,0.41,0.5,10,NA,NA,3904468,20.5,-0.535453,0.100015,-0.30743974,39.51178,-0.035807643,32.45399857,0.115006931,0.734647689,0.320248898,0.06647921,0.603495125,0.237792538,0,0,811.3,7273.97,217.623,NA,8,42,0,1,1,0,NA,2,NA,0,0,0,1,0,1
1997,NV,28,Nevada,32,65,1675581,11.3,0.274579942,0.59524012,2,5129625,6504739,41644,27118,4.1,11,0,6.5,0.073,0,0,-0.317,0.191,0.961,0.891,62.95217,-0.4900659,0.34043318,2,33.3,7.3,NA,0.5,NA,NA,NA,NA,19.39999962,-0.595733,0.087146,-0.22602279,32.097,-0.075481147,32.4679985,0.103365429,0.696501817,0.310709246,0.071976406,0.541405799,0.226153054,0,0,798.7,7327.49,NA,NA,9,44,0,1,1,0,NA,2,NA,0,0,0,1,0,1
1998,NV,28,Nevada,32,65,1743772,11.3,0.286136478,0.61370885,2,5397584,7319969,42223,28624,4.3,10.6,0,6.5,0.07,0,0,-0.317,0.191,0.961,0.891,62.95217,NA,NA,NA,33.3,7.7,0.35,0.5,10,NA,NA,11868505.83,17.200000760000002,-0.571629,0.087146,-0.20289363,49.75618,-0.011469877,30.99099922,0.091723926,0.658355946,0.301169593,0.077473601,0.479316472,0.214513571,0,0,643.6,7434.19,NA,205.786,11,42,0,1,1,0,NA,2,NA,0,0,0,1,0,1
1999,NV,28,Nevada,32,65,1809253,11.3,0.297140419,0.61005592,2,6103167,7572930,43519,29650,4.4,11.3,0,6.5,0.068,0,0,-0.382,0.331,1.148,1.108,25.86953,-0.61865073,0.87070858,2,36.5,7.6,NA,0.5,NA,NA,NA,NA,19.700000760000002,-0.272946,0.086938,0.087530993,57.57248,-0.00156864,30.86100006,0.095230207,0.643587411,0.274698767,0.067111082,0.446694216,0.202740723,0,0,569.9,7968.19,NA,NA,16,42,0,1,1,1,NA,2,NA,0,0,0,1,0,1
2000,NV,28,Nevada,32,65,2018244,11.3,0.321294785,0.6208874,2,6047267,7285079,43619,30977,4.1,8.8,0,6.5,0.069,0,1,-0.382,0.331,1.148,1.108,25.86953,NA,NA,NA,34.9,7.9,0.45,0.5,10,NA,NA,7130134.5,17.299999239999998,-0.321235,0.086938,0.064262755,50.77494,-0.16215457,36.41600037,0.098736495,0.628818877,0.248227941,0.056748563,0.414071961,0.190967876,0,0,524.2,7796.31,219.551,NA,14,43,0,1,1,1,0,2,1,0,0,0,1,0,1
2001,NV,28,Nevada,32,65,2093973,11.3,0.338737339,0.60402483,2,6747035,6643897,42393,31125,5.3,7.1,0,6.5,0.069,0,0,-0.344,0.331,1.179,1.108,27.10127,-0.60067713,0.83923644,0.83,34.9,8.1,NA,0.5,NA,1,0,NA,16.89999962,-0.230122,0.169312,-0.019935897,52.06649,-0.044016156,42.25999832,0.089285895,0.646348423,0.235695548,0.062800237,0.413849257,0.195499615,0,0,589.2,7185.5,NA,NA,14,42,0,1,1,1,0,2,3,1,0,0,1,0,1
2002,NV,28,Nevada,32,65,2164518,11.3,0.348665595,0.60033351,2,7410738,6888159,41928,31205,5.5,8.9,0,6.5,0.073,0,0,-0.344,0.331,1.179,1.108,30.44579,NA,NA,NA,34.9,7.7,0.36,0.5,10,1,0,14984713.12,15.399999619999999,-0.301971,0.169312,-0.18777846,47.81092,0.022815064,41.83800125,0.079835296,0.66387797,0.223163155,0.068851911,0.413626554,0.200031355,0,0,639.3,7604.41,NA,209.129,13,40,0,1,1,1,0,2,3,1,0,0,1,0,1
2003,NV,28,Nevada,32,65,2233830,11.3,0.356696963,0.60447258,2,7816481,8351343,42721,32496,5.2,10.9,0,6.5,0.076,0,0,-0.381,0.403,1.244,1.193,27.03474,-0.29369709,0.5177936,0.83,28.6,8.1,NA,0.5,NA,1,0,NA,14.399999619999999,-0.371331,0.173097,-0.1095233,43.75381,0.041753419,42.11899948,0.079433754,0.585455989,0.237146718,0.064684393,0.4139261,0.189583602,0,0,616,7585.4,227.514,206.96,14,40,0,1,1,1,0,2,5,1,0,0,1,0,1
2004,NV,28,Nevada,32,65,2323875,11.3,0.365678579,0.61489946,2,8575428,10196550,44699,35019,4.2,10.9,0,6.5,0.076,0,1,-0.381,0.403,1.244,1.193,27.03474,NA,NA,NA,28.6,7.9,0.55,0.5,10,1,0,11894439.48,12.5,-0.445043,0.173097,-0.46853673,52.1376,0.068487599,42.32099915,0.079032212,0.507034009,0.251130281,0.060516875,0.414225647,0.17913585,0,0,616.4,6608.16,NA,NA,12,39,0,1,1,1,0,2,5,1,0,0,1,0,1
2005,NV,28,Nevada,32,65,2401671,14.4,0.376877189,0.62624925,2,9158273,11535175,47189,37760,4.1,10.6,0,6.5,0.073,0,0,-0.447,0.394,1.118,1.126,32.43749,-0.53845924,0.98316318,0.83,33.3,8,NA,0.5,NA,1,0,NA,13.899999619999999,-0.49557,0.07265,-0.23427126,54.93024,-0.123240635,49.00400162,0.074850321,0.430519875,0.318394479,0.061740256,0.39942792,0.184247967,0,0,608,7254.66,229.872,207.187,4,40,0,1,1,1,0,2,6,1,0,0,1,0,1
2006,NV,28,Nevada,32,65,2484196,14.4,0.388623178,0.62804544,2,10285271,12341503,47375,38786,4,9.5,0,6.5,0.075,0,0,-0.447,0.394,1.118,1.126,32.43749,NA,NA,NA,33.3,7.9,0.37,0.5,10,1,0,26893790.12,14.899999619999999,-0.433407,0.07265,-0.46369326,55.38219,0.006192239,47.01599884,0.070668429,0.354005741,0.385658676,0.062963636,0.384630194,0.189360083,0,0,748.2,6961.26,NA,NA,7,40,0,1,1,1,0,2,6,1,0,0,1,1,1
2007,NV,28,Nevada,32,65,2554344,14.4,0.42036429,0.63176066,2,10755326,14183610,47688,39872,4.5,9.7,0,6.5,0.074,0,0,-0.509,0.331,1.177,1.149,38.51247,-0.25822529,1.2888765,2,30.2,7.7,NA,0.5,NA,1,0,NA,15.399999619999999,-0.434404,9.34e-4,-0.30665714,56.02605,0.04420346,51.11299896,0.082257167,0.286950405,0.389749822,0.061537448,0.381188254,0.166388256,0,0,754.7,6557.46,231.782,210.819,13,41,0,1,1,1,0,2,9,1,0,0,1,1,1
2008,NV,28,Nevada,32,65,2600167,14.4,0.428612858,0.62303901,2,10845375,10471591,45176,39824,6.7,10.8,0,6.5,0.076,0,1,-0.509,0.331,1.177,1.149,38.51247,NA,NA,NA,30.2,7.5,0.57,0.5,10,1,0,12163516.08,16.700000760000002,-0.401882,9.34e-4,-0.18963212,57.49033,0.084462821,50.58000183,0.093845904,0.219895069,0.393840968,0.060111259,0.377746313,0.143416429,0,0,723.2,6569.73,NA,NA,25,42,0,1,1,1,0,2,9,1,0,0,1,1,1
2009,NV,28,Nevada,32,65,2684665,14.4,0.44174403,0.64303631000000006,2,12056208,7531884,41663,36519,11.3,13,0,6.5,0.08,0,0,-0.523,-0.304,1.256,1.121,44.67212,-0.38859421,1.0944937,2,31.7,7.3,NA,0.5,NA,1,0,NA,15.69999981,-0.187883,0,0.33557826,53.63892,0.044726573,48.51800156,0.116941027,0.419772712,0.370063142,0.060079464,0.405955516,0.168471881,0,0,702.2,6986.93,235.152,211.141,27,45,0,1,1,1,0,2,12,1,0,0,1,1,1
2010,NV,28,Nevada,32,65,2702405,14.4,0.325135678,0.68182284,2,12934509,14053177,41259,36919,13.5,16.4,0,6.85,0.082,0,0,-0.522,-0.36,1.252,1.067,44.67212,NA,NA,NA,31.7,6.9,0.41,0.5,10,1,0,18266698.58,15,-0.134868,0,0.39459512,49.42844,0.115874246,46.79299927,0.140036151,0.619650355,0.346285316,0.060047669,0.434164719,0.193527332,0,0,663,NA,NA,NA,30,47,0,1,1,1,0,2,12,1,0,0,1,1,1
2011,NV,28,Nevada,32,65,2712730,14.4,0.45992133,0.68085587,2,13203265,17597124,NA,38546,13,15.5,0,6.85,NA,0,0,-0.586,-0.26,1.379,1.284,42.22821,-0.58375943,0.945889,NA,28.6,7,NA,0.5,NA,1,0,NA,14.600000380000001,-0.0487,NA,0.78247184,54.30567,0.167664289,NA,0.12240205,0.645534558,0.32405302,0.081737533,0.450732644,0.186598992,0,1,568.1,NA,237.032,212.575,36,39,0,1,1,1,0,2,15,1,0,0,1,1,1
2012,NV,28,Nevada,32,65,2758931,14.4,NA,0.70387655,2,13477122,14317867,NA,39650,11.2,15.8,0,6.85,NA,0,1,-0.586,-0.26,1.379,1.284,42.22821,NA,NA,NA,25.4,7.2,0.56,0.5,10,1,0,11703085.15,NA,-0.090964,NA,NA,47.54521,NA,NA,0.104767948,0.671418762,0.301820724,0.103427397,0.467300569,0.179670652,0,1,608.6,NA,NA,NA,46,38,0,1,1,1,0,2,15,1,0,0,1,1,1
2013,NV,28,Nevada,32,65,2790136,14.4,NA,0.68640488,2,13273807,17040569,NA,39271,9.6,17.4,0,6.85,NA,0,0,-0.609,-0.463,1.468,1.299,42.92275,-0.6131233,0.88131964,NA,28.6,7.2,NA,0.5,NA,1,0,NA,NA,-0.161968,NA,NA,46.73088,NA,NA,NA,NA,NA,NA,NA,NA,0,1,605,NA,NA,NA,NA,NA,0,1,1,1,0,2,18,1,0,0,1,NA,1
2014,NV,28,Nevada,32,65,2839099,NA,NA,NA,2,13305803,19049438,NA,41486,7.9,17,0,6.85,NA,0,0,-0.608,-0.463,1.458,1.299,42.92275,NA,NA,NA,27,NA,0.29,0.5,NA,1,0,21179654.23,NA,-0.157274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,635.6,NA,NA,NA,NA,NA,0,1,1,NA,0,2,18,1,0,0,1,NA,1
2015,NV,28,Nevada,32,65,2890845,NA,NA,NA,2,14720817,16439338,NA,44290,6.8,13,NA,NA,NA,NA,0,0.595,0.499,1.618,1.276,NA,NA,NA,NA,33.3,NA,NA,0,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,20,NA,NA,NA,NA,NA,NA
2016,NV,28,Nevada,32,65,2940058,NA,NA,NA,2,15315276,16808682,NA,45320,5.7,10.1,NA,NA,NA,NA,1,0.595,0.499,1.618,1.276,NA,NA,NA,NA,31.7,NA,0.57,0,NA,1,0,7958416.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,20,NA,NA,NA,NA,NA,NA
2017,NV,28,Nevada,32,65,2998039,NA,NA,NA,NA,16220239,21727464,NA,47615,5,13.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,NV,28,Nevada,32,65,3027341,NA,NA,NA,NA,17414692,21771811,NA,49944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,NV,28,Nevada,32,65,3080156,NA,NA,NA,NA,NA,NA,NA,50985,NA,NA,NA,6.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,NV,28,Nevada,32,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1900,NY,32,New York,36,13,7283000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1901,NY,32,New York,36,13,7449000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1902,NY,32,New York,36,13,7612000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1903,NY,32,New York,36,13,7771000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1904,NY,32,New York,36,13,7927000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1905,NY,32,New York,36,13,8084000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1906,NY,32,New York,36,13,8289000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1907,NY,32,New York,36,13,8499000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1908,NY,32,New York,36,13,8714000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1909,NY,32,New York,36,13,8935000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1910,NY,32,New York,36,13,9137000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1911,NY,32,New York,36,13,9249000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1912,NY,32,New York,36,13,9361000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1913,NY,32,New York,36,13,9473000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1914,NY,32,New York,36,13,9585000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1915,NY,32,New York,36,13,9700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1916,NY,32,New York,36,13,9848000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1917,NY,32,New York,36,13,9993000,NA,NA,0.62939972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1918,NY,32,New York,36,13,9936000,NA,NA,0.55767548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
